"id","category"
"522","cs"
"523","physics"
"524","cs"
"525","physics"
"526","cs"
"527","stat"
"528","cs"
"529","math"
"530","cs"
"531","math"
"532","cs"
"533","physics"
"534","cs"
"535","physics"
"536","cs"
"537","physics"
"538","cs"
"539","math"
"540","cs"
"541","physics"
"542","cs"
"543","math"
"544","stat"
"545","cs"
"546","math"
"547","math"
"548","math"
"549","stat"
"550","math"
"551","math"
"552","physics"
"553","cs"
"554","cs"
"555","math"
"556","physics"
"557","physics"
"558","physics"
"559","cs"
"560","math"
"561","cs"
"562","physics"
"563","stat"
"564","cs"
"565","math"
"566","math"
"567","math"
"568","math"
"569","physics"
"570","stat"
"571","physics"
"572","cs"
"573","cs"
"574","cs"
"575","physics"
"576","stat"
"577","physics"
"578","math"
"579","stat"
"580","cs"
"581","cs"
"582","physics"
"583","cs"
"584","cs"
"585","cs"
"586","physics"
"587","physics"
"588","stat"
"589","math"
"590","cs"
"591","physics"
"592","stat"
"593","cs"
"594","physics"
"595","math"
"596","math"
"597","physics"
"598","physics"
"599","physics"
"600","cs"
"601","cs"
"602","physics"
"603","stat"
"604","math"
"605","cs"
"606","cs"
"607","math"
"608","math"
"609","cs"
"610","stat"
"611","cs"
"612","physics"
"613","math"
"614","math"
"615","stat"
"616","physics"
"617","cs"
"618","math"
"619","stat"
"620","physics"
"621","cs"
"622","cs"
"623","stat"
"624","cs"
"625","cs"
"626","math"
"627","physics"
"628","cs"
"629","cs"
"630","cs"
"631","cs"
"632","math"
"633","cs"
"634","physics"
"635","physics"
"636","cs"
"637","cs"
"638","stat"
"639","physics"
"640","cs"
"641","stat"
"642","physics"
"643","stat"
"644","math"
"645","math"
"646","physics"
"647","math"
"648","stat"
"649","physics"
"650","cs"
"651","cs"
"652","physics"
"653","cs"
"654","cs"
"655","physics"
"656","cs"
"657","physics"
"658","stat"
"659","math"
"660","cs"
"661","physics"
"662","math"
"663","physics"
"664","math"
"665","physics"
"666","physics"
"667","physics"
"668","cs"
"669","cs"
"670","stat"
"671","cs"
"672","cs"
"673","stat"
"674","stat"
"675","math"
"676","cs"
"677","stat"
"678","math"
"679","cs"
"680","math"
"681","cs"
"682","stat"
"683","stat"
"684","physics"
"685","physics"
"686","physics"
"687","cs"
"688","physics"
"689","physics"
"690","cs"
"691","cs"
"692","stat"
"693","physics"
"694","cs"
"695","cs"
"696","stat"
"697","physics"
"698","physics"
"699","math"
"700","physics"
"701","cs"
"702","physics"
"703","math"
"704","cs"
"705","cs"
"706","cs"
"707","physics"
"708","cs"
"709","physics"
"710","stat"
"711","cs"
"712","math"
"713","physics"
"714","physics"
"715","physics"
"716","physics"
"717","cs"
"718","math"
"719","physics"
"720","physics"
"721","physics"
"722","cs"
"723","physics"
"724","cs"
"725","math"
"726","physics"
"727","cs"
"728","physics"
"729","physics"
"730","math"
"731","math"
"732","math"
"733","math"
"734","physics"
"735","cs"
"736","cs"
"737","physics"
"738","physics"
"739","cs"
"740","math"
"741","physics"
"742","stat"
"743","physics"
"744","math"
"745","cs"
"746","math"
"747","math"
"748","physics"
"749","physics"
"750","physics"
"751","cs"
"752","cs"
"753","stat"
"754","math"
"755","physics"
"756","physics"
"757","stat"
"758","cs"
"759","math"
"760","cs"
"761","math"
"762","math"
"763","physics"
"764","physics"
"765","math"
"766","physics"
"767","physics"
"768","stat"
"769","stat"
"770","math"
"771","physics"
"772","math"
"773","physics"
"774","math"
"775","physics"
"776","physics"
"777","physics"
"778","cs"
"779","physics"
"780","physics"
"781","stat"
"782","cs"
"783","math"
"784","physics"
"785","stat"
"786","physics"
"787","cs"
"788","cs"
"789","cs"
"790","math"
"791","physics"
"792","cs"
"793","physics"
"794","cs"
"795","math"
"796","physics"
"797","cs"
"798","stat"
"799","cs"
"800","math"
"801","cs"
"802","physics"
"803","cs"
"804","math"
"805","cs"
"806","cs"
"807","math"
"808","math"
"809","cs"
"810","cs"
"811","math"
"812","physics"
"813","physics"
"814","cs"
"815","cs"
"816","physics"
"817","cs"
"818","math"
"819","stat"
"820","physics"
"821","cs"
"822","math"
"823","physics"
"824","math"
"825","math"
"826","physics"
"827","physics"
"828","cs"
"829","physics"
"830","cs"
"831","cs"
"832","physics"
"833","math"
"834","physics"
"835","cs"
"836","cs"
"837","physics"
"838","cs"
"839","physics"
"840","stat"
"841","cs"
"842","math"
"843","physics"
"844","stat"
"845","cs"
"846","math"
"847","stat"
"848","stat"
"849","math"
"850","physics"
"851","stat"
"852","physics"
"853","physics"
"854","physics"
"855","stat"
"856","math"
"857","cs"
"858","math"
"859","math"
"860","math"
"861","math"
"862","math"
"863","stat"
"864","stat"
"865","math"
"866","physics"
"867","cs"
"868","math"
"869","cs"
"870","math"
"871","physics"
"872","physics"
"873","cs"
"874","cs"
"875","cs"
"876","physics"
"877","cs"
"878","physics"
"879","physics"
"880","physics"
"881","stat"
"882","cs"
"883","physics"
"884","cs"
"885","physics"
"886","cs"
"887","stat"
"888","physics"
"889","stat"
"890","stat"
"891","physics"
"892","physics"
"893","math"
"894","cs"
"895","cs"
"896","math"
"897","cs"
"898","cs"
"899","stat"
"900","stat"
"901","physics"
"902","physics"
"903","cs"
"904","math"
"905","stat"
"906","math"
"907","cs"
"908","math"
"909","math"
"910","cs"
"911","math"
"912","stat"
"913","math"
"914","stat"
"915","cs"
"916","cs"
"917","physics"
"918","physics"
"919","physics"
"920","physics"
"921","math"
"922","cs"
"923","stat"
"924","cs"
"925","stat"
"926","physics"
"927","math"
"928","physics"
"929","math"
"930","cs"
"931","physics"
"932","math"
"933","physics"
"934","math"
"935","math"
"936","physics"
"937","cs"
"938","physics"
"939","physics"
"940","physics"
"941","stat"
"942","cs"
"943","math"
"944","math"
"945","stat"
"946","physics"
"947","cs"
"948","cs"
"949","math"
"950","cs"
"951","physics"
"952","physics"
"953","math"
"954","cs"
"955","cs"
"956","physics"
"957","cs"
"958","stat"
"959","cs"
"960","stat"
"961","math"
"962","math"
"963","physics"
"964","math"
"965","cs"
"966","math"
"967","cs"
"968","cs"
"969","physics"
"970","math"
"971","math"
"972","cs"
"973","math"
"974","cs"
"975","cs"
"976","cs"
"977","physics"
"978","math"
"979","math"
"980","math"
"981","physics"
"982","cs"
"983","math"
"984","cs"
"985","math"
"986","cs"
"987","physics"
"988","stat"
"989","cs"
"990","physics"
"991","cs"
"992","cs"
"993","math"
"994","math"
"995","cs"
"996","cs"
"997","physics"
"998","cs"
"999","math"
"1000","physics"
"1001","physics"
"1002","stat"
"1003","math"
"1004","physics"
"1005","stat"
"1006","physics"
"1007","math"
"1008","physics"
"1009","cs"
"1010","physics"
"1011","physics"
"1012","stat"
"1013","stat"
"1014","math"
"1015","physics"
"1016","physics"
"1017","physics"
"1018","physics"
"1019","physics"
"1020","math"
"1021","cs"
"1022","cs"
"1023","stat"
"1024","cs"
"1025","stat"
"1026","math"
"1027","math"
"1028","math"
"1029","stat"
"1030","math"
"1031","physics"
"1032","cs"
"1033","physics"
"1034","cs"
"1035","physics"
"1036","math"
"1037","cs"
"1038","math"
"1039","cs"
"1040","math"
"1041","stat"
"1042","math"
"1043","math"
"1044","cs"
"1045","stat"
"1046","cs"
"1047","cs"
"1048","math"
"1049","cs"
"1050","physics"
"1051","math"
"1052","math"
"1053","stat"
"1054","physics"
"1055","stat"
"1056","physics"
"1057","math"
"1058","stat"
"1059","physics"
"1060","physics"
"1061","math"
"1062","physics"
"1063","cs"
"1064","cs"
"1065","cs"
"1066","physics"
"1067","math"
"1068","physics"
"1069","math"
"1070","stat"
"1071","math"
"1072","cs"
"1073","physics"
"1074","math"
"1075","math"
"1076","stat"
"1077","physics"
"1078","physics"
"1079","cs"
"1080","stat"
"1081","cs"
"1082","physics"
"1083","cs"
"1084","stat"
"1085","physics"
"1086","physics"
"1087","math"
"1088","cs"
"1089","physics"
"1090","math"
"1091","cs"
"1092","cs"
"1093","stat"
"1094","math"
"1095","cs"
"1096","math"
"1097","physics"
"1098","math"
"1099","cs"
"1100","cs"
"1101","physics"
"1102","cs"
"1103","math"
"1104","cs"
"1105","physics"
"1106","physics"
"1107","cs"
"1108","math"
"1109","physics"
"1110","stat"
"1111","cs"
"1112","physics"
"1113","math"
"1114","cs"
"1115","cs"
"1116","physics"
"1117","cs"
"1118","physics"
"1119","math"
"1120","physics"
"1121","physics"
"1122","cs"
"1123","math"
"1124","cs"
"1125","cs"
"1126","physics"
"1127","cs"
"1128","stat"
"1129","stat"
"1130","math"
"1131","cs"
"1132","cs"
"1133","physics"
"1134","physics"
"1135","math"
"1136","cs"
"1137","physics"
"1138","math"
"1139","math"
"1140","physics"
"1141","math"
"1142","math"
"1143","physics"
"1144","stat"
"1145","math"
"1146","math"
"1147","cs"
"1148","cs"
"1149","physics"
"1150","stat"
"1151","physics"
"1152","physics"
"1153","stat"
"1154","math"
"1155","cs"
"1156","stat"
"1157","cs"
"1158","cs"
"1159","stat"
"1160","stat"
"1161","math"
"1162","math"
"1163","cs"
"1164","stat"
"1165","physics"
"1166","cs"
"1167","physics"
"1168","stat"
"1169","physics"
"1170","cs"
"1171","math"
"1172","cs"
"1173","stat"
"1174","math"
"1175","cs"
"1176","stat"
"1177","stat"
"1178","physics"
"1179","cs"
"1180","physics"
"1181","physics"
"1182","stat"
"1183","physics"
"1184","cs"
"1185","cs"
"1186","physics"
"1187","cs"
"1188","cs"
"1189","math"
"1190","stat"
"1191","physics"
"1192","cs"
"1193","cs"
"1194","physics"
"1195","physics"
"1196","math"
"1197","physics"
"1198","cs"
"1199","math"
"1200","math"
"1201","cs"
"1202","cs"
"1203","physics"
"1204","cs"
"1205","physics"
"1206","math"
"1207","physics"
"1208","cs"
"1209","math"
"1210","math"
"1211","stat"
"1212","cs"
"1213","math"
"1214","physics"
"1215","cs"
"1216","math"
"1217","cs"
"1218","cs"
"1219","stat"
"1220","math"
"1221","cs"
"1222","physics"
"1223","cs"
"1224","cs"
"1225","physics"
"1226","stat"
"1227","cs"
"1228","physics"
"1229","physics"
"1230","physics"
"1231","cs"
"1232","math"
"1233","stat"
"1234","stat"
"1235","physics"
"1236","physics"
"1237","stat"
"1238","physics"
"1239","cs"
"1240","cs"
"1241","stat"
"1242","physics"
"1243","physics"
"1244","physics"
"1245","cs"
"1246","cs"
"1247","math"
"1248","math"
"1249","cs"
"1250","cs"
"1251","cs"
"1252","cs"
"1253","math"
"1254","stat"
"1255","math"
"1256","stat"
"1257","cs"
"1258","math"
"1259","math"
"1260","physics"
"1261","cs"
"1262","math"
"1263","stat"
"1264","math"
"1265","stat"
"1266","cs"
"1267","math"
"1268","cs"
"1269","math"
"1270","physics"
"1271","stat"
"1272","physics"
"1273","physics"
"1274","cs"
"1275","cs"
"1276","math"
"1277","physics"
"1278","cs"
"1279","stat"
"1280","cs"
"1281","cs"
"1282","math"
"1283","physics"
"1284","cs"
"1285","stat"
"1286","cs"
"1287","physics"
"1288","cs"
"1289","cs"
"1290","physics"
"1291","physics"
"1292","physics"
"1293","cs"
"1294","math"
"1295","physics"
"1296","physics"
"1297","physics"
"1298","cs"
"1299","cs"
"1300","cs"
"1301","cs"
"1302","math"
"1303","math"
"1304","math"
"1305","physics"
"1306","cs"
"1307","physics"
"1308","cs"
"1309","cs"
"1310","physics"
"1311","stat"
"1312","math"
"1313","stat"
"1314","cs"
"1315","physics"
"1316","cs"
"1317","cs"
"1318","stat"
"1319","physics"
"1320","physics"
"1321","math"
"1322","cs"
"1323","stat"
"1324","cs"
"1325","physics"
"1326","physics"
"1327","math"
"1328","math"
"1329","math"
"1330","stat"
"1331","math"
"1332","physics"
"1333","physics"
"1334","cs"
"1335","math"
"1336","physics"
"1337","physics"
"1338","stat"
"1339","cs"
"1340","stat"
"1341","math"
"1342","math"
"1343","cs"
"1344","physics"
"1345","cs"
"1346","stat"
"1347","cs"
"1348","cs"
"1349","cs"
"1350","cs"
"1351","stat"
"1352","cs"
"1353","stat"
"1354","physics"
"1355","physics"
"1356","math"
"1357","physics"
"1358","physics"
"1359","math"
"1360","stat"
"1361","physics"
"1362","math"
"1363","stat"
"1364","cs"
"1365","physics"
"1366","physics"
"1367","physics"
"1368","math"
"1369","physics"
"1370","math"
"1371","cs"
"1372","physics"
"1373","cs"
"1374","stat"
"1375","stat"
"1376","cs"
"1377","physics"
"1378","math"
"1379","stat"
"1380","physics"
"1381","stat"
"1382","physics"
"1383","cs"
"1384","physics"
"1385","cs"
"1386","math"
"1387","cs"
"1388","math"
"1389","physics"
"1390","math"
"1391","math"
"1392","physics"
"1393","math"
"1394","cs"
"1395","cs"
"1396","math"
"1397","physics"
"1398","cs"
"1399","cs"
"1400","cs"
"1401","stat"
"1402","math"
"1403","cs"
"1404","cs"
"1405","math"
"1406","physics"
"1407","cs"
"1408","stat"
"1409","physics"
"1410","math"
"1411","math"
"1412","cs"
"1413","stat"
"1414","physics"
"1415","cs"
"1416","cs"
"1417","cs"
"1418","stat"
"1419","cs"
"1420","cs"
"1421","cs"
"1422","cs"
"1423","cs"
"1424","physics"
"1425","physics"
"1426","cs"
"1427","physics"
"1428","math"
"1429","physics"
"1430","physics"
"1431","physics"
"1432","cs"
"1433","stat"
"1434","cs"
"1435","cs"
"1436","stat"
"1437","math"
"1438","cs"
"1439","physics"
"1440","stat"
"1441","math"
"1442","physics"
"1443","physics"
"1444","math"
"1445","math"
"1446","physics"
"1447","physics"
"1448","physics"
"1449","cs"
"1450","math"
"1451","math"
"1452","math"
"1453","stat"
"1454","math"
"1455","math"
"1456","math"
"1457","physics"
"1458","physics"
"1459","stat"
"1460","cs"
"1461","physics"
"1462","cs"
"1463","math"
"1464","physics"
"1465","physics"
"1466","cs"
"1467","stat"
"1468","physics"
"1469","math"
"1470","physics"
"1471","math"
"1472","cs"
"1473","math"
"1474","math"
"1475","physics"
"1476","math"
"1477","cs"
"1478","cs"
"1479","cs"
"1480","physics"
"1481","cs"
"1482","physics"
"1483","physics"
"1484","physics"
"1485","physics"
"1486","cs"
"1487","cs"
"1488","math"
"1489","stat"
"1490","math"
"1491","math"
"1492","stat"
"1493","stat"
"1494","stat"
"1495","cs"
"1496","math"
"1497","cs"
"1498","physics"
"1499","cs"
"1500","cs"
"1501","cs"
"1502","cs"
"1503","physics"
"1504","cs"
"1505","cs"
"1506","physics"
"1507","physics"
"1508","math"
"1509","cs"
"1510","stat"
"1511","physics"
"1512","physics"
"1513","stat"
"1514","cs"
"1515","physics"
"1516","physics"
"1517","physics"
"1518","stat"
"1519","stat"
"1520","math"
"1521","physics"
"1522","math"
"1523","physics"
"1524","physics"
"1525","math"
"1526","cs"
"1527","stat"
"1528","physics"
"1529","math"
"1530","cs"
"1531","cs"
"1532","math"
"1533","cs"
"1534","physics"
"1535","cs"
"1536","cs"
"1537","math"
"1538","physics"
"1539","cs"
"1540","math"
"1541","cs"
"1542","cs"
"1543","math"
"1544","physics"
"1545","cs"
"1546","math"
"1547","math"
"1548","physics"
"1549","physics"
"1550","cs"
"1551","physics"
"1552","physics"
"1553","physics"
"1554","physics"
"1555","cs"
"1556","math"
"1557","stat"
"1558","cs"
"1559","cs"
"1560","cs"
"1561","physics"
"1562","physics"
"1563","stat"
"1564","math"
"1565","math"
"1566","cs"
"1567","stat"
"1568","stat"
"1569","cs"
"1570","math"
"1571","cs"
"1572","physics"
"1573","physics"
"1574","cs"
"1575","math"
"1576","stat"
"1577","math"
"1578","physics"
"1579","stat"
"1580","physics"
"1581","cs"
"1582","stat"
"1583","cs"
"1584","physics"
"1585","cs"
"1586","cs"
"1587","math"
"1588","physics"
"1589","physics"
"1590","physics"
"1591","math"
"1592","math"
"1593","physics"
"1594","stat"
"1595","stat"
"1596","cs"
"1597","math"
"1598","cs"
"1599","cs"
"1600","stat"
"1601","cs"
"1602","cs"
"1603","cs"
"1604","cs"
"1605","stat"
"1606","cs"
"1607","math"
"1608","stat"
"1609","cs"
"1610","cs"
"1611","stat"
"1612","cs"
"1613","math"
"1614","physics"
"1615","cs"
"1616","physics"
"1617","stat"
"1618","cs"
"1619","cs"
"1620","physics"
"1621","cs"
"1622","cs"
"1623","cs"
"1624","math"
"1625","physics"
"1626","stat"
"1627","stat"
"1628","math"
"1629","stat"
"1630","cs"
"1631","physics"
"1632","cs"
"1633","cs"
"1634","stat"
"1635","math"
"1636","cs"
"1637","cs"
"1638","stat"
"1639","cs"
"1640","cs"
"1641","stat"
"1642","physics"
"1643","cs"
"1644","physics"
"1645","cs"
"1646","math"
"1647","physics"
"1648","physics"
"1649","math"
"1650","math"
"1651","math"
"1652","cs"
"1653","physics"
"1654","physics"
"1655","physics"
"1656","stat"
"1657","cs"
"1658","cs"
"1659","stat"
"1660","cs"
"1661","math"
"1662","cs"
"1663","math"
"1664","math"
"1665","physics"
"1666","cs"
"1667","math"
"1668","stat"
"1669","math"
"1670","cs"
"1671","physics"
"1672","cs"
"1673","math"
"1674","math"
"1675","math"
"1676","physics"
"1677","cs"
"1678","cs"
"1679","math"
"1680","cs"
"1681","physics"
"1682","cs"
"1683","physics"
"1684","cs"
"1685","cs"
"1686","stat"
"1687","cs"
"1688","stat"
"1689","physics"
"1690","cs"
"1691","math"
"1692","math"
"1693","math"
"1694","cs"
"1695","math"
"1696","physics"
"1697","physics"
"1698","cs"
"1699","math"
"1700","cs"
"1701","stat"
"1702","cs"
"1703","cs"
"1704","math"
"1705","cs"
"1706","physics"
"1707","stat"
"1708","math"
"1709","cs"
"1710","physics"
"1711","physics"
"1712","cs"
"1713","stat"
"1714","cs"
"1715","physics"
"1716","math"
"1717","math"
"1718","physics"
"1719","cs"
"1720","physics"
"1721","cs"
"1722","cs"
"1723","cs"
"1724","stat"
"1725","cs"
"1726","stat"
"1727","stat"
"1728","math"
"1729","stat"
"1730","physics"
"1731","math"
"1732","cs"
"1733","physics"
"1734","physics"
"1735","cs"
"1736","physics"
"1737","cs"
"1738","cs"
"1739","math"
"1740","stat"
"1741","cs"
"1742","physics"
"1743","cs"
"1744","physics"
"1745","math"
"1746","physics"
"1747","math"
"1748","math"
"1749","physics"
"1750","physics"
"1751","cs"
"1752","physics"
"1753","math"
"1754","cs"
"1755","physics"
"1756","math"
"1757","math"
"1758","cs"
"1759","cs"
"1760","stat"
"1761","math"
"1762","physics"
"1763","cs"
"1764","cs"
"1765","math"
"1766","physics"
"1767","stat"
"1768","cs"
"1769","cs"
"1770","physics"
"1771","physics"
"1772","stat"
"1773","cs"
"1774","math"
"1775","cs"
"1776","cs"
"1777","cs"
"1778","physics"
"1779","physics"
"1780","cs"
"1781","math"
"1782","cs"
"1783","math"
"1784","physics"
"1785","physics"
"1786","physics"
"1787","physics"
"1788","cs"
"1789","stat"
"1790","stat"
"1791","cs"
"1792","cs"
"1793","stat"
"1794","math"
"1795","cs"
"1796","math"
"1797","math"
"1798","math"
"1799","math"
"1800","physics"
"1801","cs"
"1802","physics"
"1803","cs"
"1804","cs"
"1805","math"
"1806","physics"
"1807","physics"
"1808","math"
"1809","cs"
"1810","cs"
"1811","physics"
"1812","physics"
"1813","cs"
"1814","math"
"1815","math"
"1816","math"
"1817","cs"
"1818","math"
"1819","cs"
"1820","math"
"1821","math"
"1822","physics"
"1823","math"
"1824","cs"
"1825","physics"
"1826","cs"
"1827","math"
"1828","stat"
"1829","stat"
"1830","physics"
"1831","stat"
"1832","stat"
"1833","stat"
"1834","cs"
"1835","math"
"1836","math"
"1837","cs"
"1838","stat"
"1839","cs"
"1840","physics"
"1841","math"
"1842","cs"
"1843","math"
"1844","cs"
"1845","cs"
"1846","cs"
"1847","math"
"1848","math"
"1849","stat"
"1850","cs"
"1851","math"
"1852","stat"
"1853","cs"
"1854","math"
"1855","physics"
"1856","physics"
"1857","physics"
"1858","cs"
"1859","physics"
"1860","cs"
"1861","math"
"1862","math"
"1863","cs"
"1864","cs"
"1865","physics"
"1866","stat"
"1867","physics"
"1868","math"
"1869","cs"
"1870","stat"
"1871","physics"
"1872","physics"
"1873","physics"
"1874","stat"
"1875","math"
"1876","cs"
"1877","cs"
"1878","physics"
"1879","math"
"1880","math"
"1881","physics"
"1882","stat"
"1883","math"
"1884","cs"
"1885","physics"
"1886","stat"
"1887","physics"
"1888","cs"
"1889","math"
"1890","math"
"1891","stat"
"1892","physics"
"1893","physics"
"1894","physics"
"1895","physics"
"1896","cs"
"1897","cs"
"1898","cs"
"1899","cs"
"1900","math"
"1901","physics"
"1902","math"
"1903","physics"
"1904","stat"
"1905","stat"
"1906","math"
"1907","cs"
"1908","cs"
"1909","math"
"1910","math"
"1911","math"
"1912","math"
"1913","physics"
"1914","stat"
"1915","cs"
"1916","math"
"1917","physics"
"1918","stat"
"1919","stat"
"1920","physics"
"1921","physics"
"1922","math"
"1923","stat"
"1924","physics"
"1925","cs"
"1926","cs"
"1927","physics"
"1928","physics"
"1929","cs"
